x,y,Cell type,CD4 intensity
363.75,67.75,Epithelium,0.792029
263.75,70.75,Epithelium,0.682579
329.75,69.5,Epithelium,1.994817
189.75,72.0,Epithelium,0.4509
289.75,70.25,Epithelium,0.580494
82.5,72.0,Epithelium,0.714488
279.0,72.5,Epithelium,0.585072
321.25,71.25,Epithelium,1.461426
301.0,72.25,Epithelium,0.648365
343.25,74.25,Epithelium,1.272163
469.5,73.5,Epithelium,2.757543
289.75,76.5,Epithelium,1.25759
167.25,75.25,Epithelium,0.815426
328.0,79.5,Epithelium,0.879108
314.75,78.75,Epithelium,1.002906
461.25,79.25,Epithelium,2.633833
274.5,80.0,Epithelium,0.863951
76.0,80.0,Epithelium,0.676966
296.25,82.0,Epithelium,0.863434
86.75,81.0,Epithelium,0.950529
283.25,79.75,Epithelium,0.949366
148.25,84.5,Epithelium,0.64081
469.5,82.25,Epithelium,1.994446
336.5,82.25,Epithelium,0.809156
274.75,90.0,Epithelium,0.981078
283.0,88.75,Epithelium,0.840949
325.5,88.25,Epithelium,0.634079
131.25,89.5,Epithelium,1.075558
314.75,88.5,Epithelium,0.818817
335.75,91.25,Epithelium,0.738379
297.0,91.75,Epithelium,1.12067
78.75,89.75,Epithelium,3.806944
140.25,92.5,Epithelium,1.197856
156.5,91.5,Epithelium,1.068102
126.25,91.5,Epithelium,0.991153
466.0,91.75,Epithelium,1.679991
172.5,92.75,Epithelium,1.291908
166.25,96.5,Epithelium,0.969323
183.75,95.0,Epithelium,1.682549
310.25,95.0,Epithelium,0.740659
123.25,97.25,Epithelium,1.508257
288.5,97.25,Epithelium,1.122481
329.75,98.75,Epithelium,0.947241
320.25,97.75,Epithelium,0.703973
470.25,98.25,Epithelium,1.227318
145.0,97.5,Epithelium,0.789877
152.25,101.5,Epithelium,0.870717
163.0,101.25,Epithelium,1.043342
135.75,101.5,Epithelium,0.904823
307.5,103.0,Epithelium,0.920258
280.5,106.25,Epithelium,1.014208
159.0,104.25,Epithelium,1.035501
144.5,105.25,Epithelium,1.185708
195.75,104.25,Epithelium,1.511731
319.75,104.5,Epithelium,0.564944
293.75,105.25,Epithelium,1.209328
174.5,104.25,Epithelium,0.643086
120.25,107.0,Epithelium,0.83085
185.25,106.0,Epithelium,1.102982
110.5,108.0,Epithelium,0.863212
165.5,107.75,Epithelium,0.793566
128.5,107.5,Epithelium,0.886805
134.75,110.25,Epithelium,0.686456
175.0,110.75,Epithelium,0.773912
185.75,114.0,Epithelium,0.918657
194.75,113.25,Epithelium,0.896626
290.25,113.75,Epithelium,0.734043
309.5,113.5,Epithelium,1.032544
320.0,114.75,Epithelium,1.883554
153.25,113.75,Epithelium,0.902374
117.5,117.75,Epithelium,0.818085
165.25,117.0,Epithelium,0.702511
127.0,116.5,Epithelium,0.60452
203.25,117.25,Epithelium,0.790242
298.5,116.0,Epithelium,0.888496
178.25,119.25,Epithelium,0.965702
136.25,120.0,Epithelium,0.711608
274.75,118.5,Epithelium,1.781888
293.0,122.5,Epithelium,0.682807
156.0,122.0,Epithelium,0.669307
126.75,124.5,Epithelium,0.62923
196.5,125.0,Epithelium,0.585583
164.5,128.75,Epithelium,0.741194
146.75,127.75,Epithelium,0.659675
119.75,129.25,Epithelium,0.762986
173.0,129.0,Epithelium,1.291285
180.5,129.0,Epithelium,1.323273
385.0,129.25,Epithelium,0.545514
189.5,130.5,Epithelium,1.230967
209.25,131.75,Epithelium,1.009696
114.25,132.5,Epithelium,0.82265
139.25,133.5,Epithelium,0.779523
128.5,135.25,Epithelium,0.524317
358.0,132.0,Epithelium,0.498769
336.75,134.0,Epithelium,0.589061
183.5,138.0,Epithelium,1.294446
370.5,135.75,Epithelium,0.569817
169.5,139.0,Epithelium,0.944708
200.75,137.5,Epithelium,0.608461
120.25,138.75,Epithelium,0.566758
324.0,139.5,Epithelium,0.826342
131.75,138.25,Epithelium,0.648179
153.25,143.0,Epithelium,0.813574
315.0,138.25,Epithelium,0.73283
384.25,140.0,Epithelium,0.652942
347.75,142.0,Epithelium,0.633839
163.25,142.5,Epithelium,0.837597
358.0,141.25,Epithelium,0.54725
112.5,142.0,Epithelium,0.639148
214.25,144.25,Epithelium,1.046108
333.5,142.0,Epithelium,0.512821
365.75,141.5,Epithelium,0.445993
143.0,142.25,Epithelium,0.754004
376.75,143.25,Epithelium,0.640656
133.0,145.5,Epithelium,0.778607
367.0,146.75,Epithelium,0.491216
385.25,150.25,Epithelium,0.492169
354.5,146.5,Epithelium,0.496337
202.25,147.5,Epithelium,0.679379
314.25,152.75,Epithelium,0.678046
333.5,148.5,Epithelium,0.496731
374.25,149.75,Epithelium,0.60597
324.75,150.25,Epithelium,0.653198
211.0,150.75,Epithelium,0.718308
128.25,150.75,Epithelium,1.009338
185.0,150.75,Epithelium,0.745104
339.0,150.0,Epithelium,0.651807
112.5,154.75,Epithelium,0.570568
140.75,151.0,Epithelium,0.965649
364.5,152.75,Epithelium,0.474089
155.5,156.25,Epithelium,1.243127
171.5,152.0,Epithelium,0.70807
330.25,154.25,Epithelium,0.55968
353.5,155.75,Epithelium,0.501504
200.5,159.25,Epithelium,0.679324
219.25,158.0,Epithelium,0.840051
304.25,157.25,Epithelium,0.41811
379.75,160.0,Epithelium,0.593086
339.5,160.0,Epithelium,0.591717
394.5,157.75,Epithelium,0.43957
145.0,159.75,Epithelium,0.925095
134.5,161.25,Epithelium,1.028337
186.0,161.75,Epithelium,0.454906
124.0,163.0,Epithelium,0.58545
316.5,162.0,Epithelium,0.686306
330.5,162.0,Epithelium,0.540853
170.5,164.5,Epithelium,0.529512
361.75,162.75,Epithelium,0.442183
113.5,164.25,Epithelium,0.684241
161.25,165.25,Epithelium,0.604071
355.5,163.5,Epithelium,0.500048
392.75,165.0,Epithelium,0.355796
348.25,167.5,Epithelium,0.464022
218.5,168.5,Epithelium,0.590952
302.5,167.25,Epithelium,0.45933
309.5,166.5,Epithelium,0.550045
330.0,169.5,Epithelium,0.495819
339.75,168.5,Epithelium,0.462718
370.25,169.5,Epithelium,0.509644
207.75,172.0,Epithelium,0.677969
189.0,171.0,Epithelium,0.437571
355.5,170.5,Epithelium,0.463845
86.5,172.25,Epithelium,0.374254
179.75,172.75,Epithelium,0.57489
317.25,171.5,Epithelium,0.410001
377.75,176.0,Epithelium,0.559424
118.0,171.5,Epithelium,0.606397
126.5,171.75,Epithelium,0.740655
148.0,172.0,Epithelium,1.077429
398.5,175.5,Epithelium,0.520513
114.5,176.0,Epithelium,0.840609
135.75,175.0,Epithelium,0.85825
301.0,175.5,Epithelium,0.70189
311.0,173.75,Epithelium,0.453663
338.25,175.5,Epithelium,0.476388
327.25,177.5,Epithelium,0.449191
195.5,178.75,Epithelium,0.750844
171.25,178.5,Epithelium,0.575703
217.25,177.25,Epithelium,1.261418
367.5,181.75,Epithelium,0.519626
125.5,180.75,Epithelium,0.752575
158.25,179.25,Epithelium,1.219945
314.25,179.5,Epithelium,0.557558
75.5,182.0,Epithelium,0.971164
143.75,179.25,Epithelium,0.726121
181.25,182.5,Epithelium,0.607552
308.0,181.75,Epithelium,0.42087
358.5,179.0,Epithelium,0.459939
107.5,182.25,Epithelium,0.445576
320.25,182.5,Epithelium,0.508725
167.75,182.75,Epithelium,0.765565
402.5,182.75,Epithelium,0.492256
336.25,186.0,Epithelium,0.399932
299.75,185.75,Epithelium,0.495631
85.25,185.0,Epithelium,0.802932
231.0,184.5,Epithelium,1.183162
387.0,187.0,Epithelium,0.54014
357.5,192.5,Epithelium,0.460299
213.75,187.75,Epithelium,0.634343
406.75,190.25,Epithelium,0.658308
135.5,187.75,Epithelium,0.796143
162.75,191.25,Epithelium,0.765518
116.25,189.5,Epithelium,0.634232
223.5,190.25,Epithelium,0.553474
375.25,188.25,Epithelium,0.55878
103.75,194.0,Epithelium,0.515862
151.5,188.5,Epithelium,0.857268
344.0,189.5,Epithelium,0.450116
313.5,190.75,Epithelium,0.493261
394.0,190.25,Epithelium,0.567729
146.0,191.5,Epithelium,0.753527
196.25,194.25,Epithelium,0.503695
174.5,193.25,Epithelium,0.496783
182.75,192.0,Epithelium,0.553475
124.25,193.25,Epithelium,0.656593
203.25,194.25,Epithelium,0.552747
298.25,193.5,Epithelium,0.445188
87.25,197.75,Epithelium,0.636283
190.0,193.0,Epithelium,0.587048
374.5,196.5,Epithelium,0.568035
389.75,197.5,Epithelium,0.486773
113.0,198.25,Epithelium,0.61104
349.75,196.0,Epithelium,0.396551
141.5,199.0,Epithelium,0.707982
283.25,197.0,Epithelium,0.594012
216.25,197.25,Epithelium,0.568453
186.25,199.5,Epithelium,0.400047
275.25,200.75,Epithelium,0.564963
329.0,199.75,Epithelium,0.385291
341.0,199.75,Epithelium,0.427719
80.75,198.75,Epithelium,0.654547
410.5,201.5,Epithelium,0.603921
404.5,200.25,Epithelium,0.638668
125.0,201.5,Epithelium,0.610369
300.0,200.5,Epithelium,0.613565
311.75,200.0,Epithelium,0.487173
77.0,203.0,Epithelium,0.578508
232.0,201.5,Epithelium,0.55369
268.75,201.75,Epithelium,0.788074
173.0,203.75,Epithelium,0.486542
350.25,205.0,Epithelium,0.402407
221.5,203.75,Epithelium,0.442388
362.25,203.25,Epithelium,0.505108
385.0,202.0,Epithelium,0.451259
287.75,206.0,Epithelium,0.631701
213.75,206.5,Epithelium,0.466891
204.25,207.5,Epithelium,0.595899
369.75,203.75,Epithelium,0.445579
377.0,204.5,Epithelium,0.730881
104.25,209.0,Epithelium,0.520249
145.5,206.25,Epithelium,0.443541
300.5,209.25,Epithelium,0.669474
182.75,208.75,Epithelium,0.731236
193.5,210.25,Epithelium,0.479853
263.75,209.75,Epithelium,0.763564
309.25,208.5,Epithelium,0.485097
84.75,210.25,Epithelium,0.38445
112.75,208.25,Epithelium,0.612747
94.25,207.25,Epithelium,0.566357
134.0,210.0,Epithelium,0.589231
386.5,209.0,Epithelium,0.49744
343.25,209.0,Epithelium,0.4727
413.0,209.75,Epithelium,0.46709
403.0,209.75,Epithelium,0.597197
218.75,214.5,Epithelium,0.493535
334.75,212.5,Epithelium,0.444571
368.0,213.0,Epithelium,0.448327
76.5,213.75,Epithelium,0.700559
272.75,211.5,Epithelium,0.661607
291.5,213.0,Epithelium,0.611028
172.5,214.5,Epithelium,0.489912
378.0,214.25,Epithelium,0.530484
385.75,215.75,Epithelium,0.527053
391.5,214.5,Epithelium,0.342647
96.25,216.5,Epithelium,0.49952
117.0,213.75,Epithelium,0.530613
208.0,216.25,Epithelium,0.556653
307.5,214.5,Epithelium,0.516575
86.25,216.5,Epithelium,0.524531
316.0,216.0,Epithelium,0.545766
411.75,217.25,Epithelium,0.601128
347.0,217.0,Epithelium,0.507931
403.75,220.25,Epithelium,0.723806
358.75,218.25,Epithelium,0.480767
108.0,218.75,Epithelium,0.519016
142.0,218.5,Epithelium,0.670982
295.5,218.5,Epithelium,0.671611
374.5,219.75,Epithelium,0.440002
302.0,219.0,Epithelium,0.633624
134.75,220.25,Epithelium,0.780238
308.75,221.5,Epithelium,0.393532
126.25,221.75,Epithelium,0.583697
338.25,223.25,Epithelium,0.544278
366.5,220.5,Epithelium,0.537703
113.5,221.75,Epithelium,0.693324
265.5,222.25,Epithelium,0.628597
119.75,225.25,Epithelium,0.80638
327.0,222.0,Epithelium,0.560694
103.75,223.25,Epithelium,0.434886
317.0,223.5,Epithelium,0.46064
352.5,223.75,Epithelium,0.480647
387.0,223.25,Epithelium,0.477584
171.0,225.5,Epithelium,0.645723
90.25,224.75,Epithelium,0.450392
158.5,225.5,Epithelium,0.627224
292.5,224.25,Epithelium,0.642663
302.5,226.0,Epithelium,0.436688
365.5,227.25,Epithelium,0.417354
421.75,227.75,Epithelium,0.334323
284.25,226.5,Epithelium,0.536381
146.5,226.25,Epithelium,0.455228
134.75,230.25,Epithelium,0.621234
267.25,229.5,Epithelium,0.582648
293.75,229.0,Epithelium,0.55778
277.25,229.5,Epithelium,0.550353
334.75,229.0,Epithelium,0.443096
357.5,230.25,Epithelium,0.493081
96.5,233.5,Epithelium,0.460024
178.0,229.75,Epithelium,0.494027
317.25,231.0,Epithelium,0.449863
327.25,231.0,Epithelium,0.429956
375.0,230.5,Epithelium,0.323466
86.5,230.75,Epithelium,0.475817
107.25,233.0,Epithelium,0.578002
386.75,233.75,Epithelium,0.69794
79.75,230.5,Epithelium,0.569606
404.5,231.75,Epithelium,1.027001
156.25,235.25,Epithelium,0.493252
271.75,233.25,Epithelium,0.57194
301.25,233.25,Epithelium,0.41427
286.0,233.25,Epithelium,0.586141
147.25,236.5,Epithelium,0.473055
180.0,235.75,Epithelium,0.392009
334.75,236.5,Epithelium,0.533722
355.0,236.0,Epithelium,0.500287
307.25,234.25,Epithelium,0.410053
417.5,235.75,Epithelium,0.440653
124.5,237.25,Epithelium,0.68638
293.75,235.75,Epithelium,0.421257
313.0,234.75,Epithelium,0.38987
319.0,236.75,Epithelium,0.556772
410.75,235.0,Epithelium,0.63678
378.75,236.5,Epithelium,0.470643
77.75,238.0,Epithelium,0.609697
86.75,238.5,Epithelium,0.429311
370.5,237.25,Epithelium,0.47395
284.5,238.25,Epithelium,0.550903
267.75,239.75,Epithelium,0.527778
393.0,239.25,Epithelium,1.020225
306.5,241.0,Epithelium,0.494594
406.5,241.5,Epithelium,0.529832
296.0,243.5,Epithelium,0.471267
400.25,239.5,Epithelium,0.518927
365.0,242.25,Epithelium,0.393295
314.0,244.75,Epithelium,0.472426
323.25,241.5,Epithelium,0.399255
379.5,241.75,Epithelium,0.450485
180.0,244.25,Epithelium,0.516127
372.5,243.5,Epithelium,0.368848
414.0,243.0,Epithelium,0.601456
106.0,243.5,Epithelium,0.422461
187.25,242.75,Epithelium,0.460051
336.0,248.25,Epithelium,0.463089
350.0,244.0,Epithelium,0.389928
82.5,246.5,Epithelium,0.42149
358.5,245.0,Epithelium,0.454317
159.75,245.25,Epithelium,0.58742
284.75,246.5,Epithelium,0.573323
386.25,245.5,Epithelium,0.598226
93.5,246.25,Epithelium,0.446294
277.5,246.75,Epithelium,0.569977
377.0,248.75,Epithelium,0.561396
400.0,247.0,Epithelium,0.659536
410.75,246.5,Epithelium,0.569442
346.25,248.5,Epithelium,0.410878
149.0,247.5,Epithelium,0.507493
142.25,246.5,Epithelium,0.538449
328.5,248.0,Epithelium,0.461539
393.25,250.25,Epithelium,0.720744
172.75,251.0,Epithelium,0.538927
356.5,250.5,Epithelium,0.496309
110.5,249.75,Epithelium,0.419063
156.25,250.0,Epithelium,0.630776
126.5,250.75,Epithelium,0.452041
136.75,251.0,Epithelium,0.617956
184.0,251.25,Epithelium,0.610534
272.25,251.0,Epithelium,0.725732
365.5,253.25,Epithelium,0.421898
412.0,254.75,Epithelium,0.573936
89.25,255.75,Epithelium,0.560473
143.25,253.25,Epithelium,0.423916
105.25,254.25,Epithelium,0.519799
328.5,255.75,Epithelium,0.506246
307.75,253.25,Epithelium,0.847028
372.75,256.5,Epithelium,0.351107
163.5,256.0,Epithelium,0.688599
264.75,255.5,Epithelium,0.566497
380.75,257.25,Epithelium,0.636328
389.0,257.0,Epithelium,0.732588
152.5,258.0,Epithelium,0.624374
345.5,258.5,Epithelium,0.409001
114.0,258.5,Epithelium,0.477644
356.5,257.5,Epithelium,0.478856
407.5,257.75,Epithelium,0.736098
315.5,257.75,Epithelium,0.46902
275.5,258.5,Epithelium,0.71804
133.0,259.25,Epithelium,0.498329
180.25,259.5,Epithelium,0.731657
399.5,261.0,Epithelium,0.997988
126.0,261.25,Epithelium,0.469125
143.75,262.0,Epithelium,0.471709
294.0,262.5,Epithelium,0.617126
306.25,263.25,Epithelium,0.57483
300.25,260.25,Epithelium,0.526458
136.0,262.0,Epithelium,0.636773
282.25,263.75,Epithelium,0.546428
360.5,262.0,Epithelium,0.55305
99.25,264.0,Epithelium,0.51732
89.75,264.25,Epithelium,0.67456
108.5,264.75,Epithelium,0.520806
123.0,266.5,Epithelium,0.587667
81.75,265.25,Epithelium,0.651677
314.75,268.5,Epithelium,0.475981
351.75,268.0,Epithelium,0.460655
161.0,269.25,Epithelium,0.881495
362.25,269.75,Epithelium,0.616209
77.0,267.75,Epithelium,0.624784
176.5,268.75,Epithelium,0.786655
373.0,269.75,Epithelium,0.354988
97.25,270.75,Epithelium,0.702074
151.75,268.75,Epithelium,0.478057
294.75,271.0,Epithelium,0.495316
120.25,272.75,Epithelium,0.497815
324.5,270.75,Epithelium,0.413326
89.0,273.75,Epithelium,0.587197
347.75,275.0,Epithelium,0.611651
108.0,276.5,Epithelium,0.466223
305.75,273.5,Epithelium,0.406868
140.75,272.75,Epithelium,0.728381
298.5,273.75,Epithelium,0.417278
79.5,275.0,Epithelium,0.665749
151.5,278.25,Epithelium,0.624765
315.0,277.25,Epithelium,0.540844
323.75,278.75,Epithelium,0.498725
374.5,280.0,Epithelium,0.476841
293.25,278.75,Epithelium,0.474385
414.25,278.0,Epithelium,1.334451
140.25,281.25,Epithelium,0.775367
308.0,281.5,Epithelium,0.557822
301.0,282.25,Epithelium,0.501199
158.0,280.5,Epithelium,0.630256
115.25,283.0,Epithelium,0.455041
434.0,282.5,Epithelium,0.587618
125.0,282.5,Epithelium,0.475549
170.25,284.75,Epithelium,2.972924
398.5,283.0,Epithelium,0.973318
407.75,283.25,Epithelium,1.147311
420.0,284.25,Epithelium,0.641911
79.25,284.5,Epithelium,0.508089
137.5,285.75,Epithelium,0.739068
317.75,288.5,Epithelium,0.562362
359.75,285.75,Epithelium,0.490176
293.75,286.75,Epithelium,0.562054
351.0,288.0,Epithelium,0.523147
158.5,287.75,Epithelium,0.44039
106.75,288.0,Epithelium,0.45731
395.0,290.75,Epithelium,0.850731
286.25,287.5,Epithelium,0.504716
368.75,287.25,Epithelium,0.712144
88.5,288.0,Epithelium,0.584363
127.25,289.75,Epithelium,0.687272
96.75,292.25,Epithelium,0.498487
406.5,291.5,Epithelium,0.852369
151.75,291.5,Epithelium,0.804328
377.5,299.75,Epithelium,0.581194
79.0,292.0,Epithelium,0.49277
115.75,292.75,Epithelium,0.476476
277.75,295.25,Epithelium,0.462301
354.25,296.75,Epithelium,0.552203
420.0,294.25,Epithelium,0.459932
430.0,294.5,Epithelium,0.851322
365.0,295.0,Epithelium,0.537589
387.25,294.0,Epithelium,0.531187
109.25,295.5,Epithelium,0.50551
91.25,296.0,Epithelium,0.501196
101.75,297.0,Epithelium,0.531416
287.0,298.0,Epithelium,0.649766
78.75,298.75,Epithelium,0.520005
369.25,298.5,Epithelium,0.497433
415.25,299.75,Epithelium,0.815083
123.0,299.0,Epithelium,0.445515
406.75,301.25,Epithelium,1.093077
424.0,300.0,Epithelium,0.503306
131.5,301.5,Epithelium,0.731042
149.25,301.25,Epithelium,0.835707
383.5,302.0,Epithelium,0.484344
392.25,304.5,Epithelium,0.603491
114.0,303.0,Epithelium,0.595155
104.75,304.25,Epithelium,0.532547
186.5,302.25,Epithelium,3.601402
351.25,302.25,Epithelium,0.513121
337.0,302.5,Epithelium,0.521688
215.5,306.25,Epithelium,1.553151
299.5,308.0,Epithelium,0.629475
289.25,308.0,Epithelium,0.603962
323.75,306.75,Epithelium,0.519064
332.0,305.5,Epithelium,0.585681
365.75,308.5,Epithelium,0.727843
397.25,309.75,Epithelium,1.153869
180.75,307.5,Epithelium,1.303115
340.0,316.75,Epithelium,0.716261
141.25,312.25,Epithelium,0.646886
351.25,310.75,Epithelium,0.659606
406.5,314.0,Epithelium,0.890387
189.75,312.5,Epithelium,0.819124
359.75,312.0,Epithelium,0.786611
331.75,315.0,Epithelium,0.522818
267.0,313.5,Epithelium,0.525972
306.75,317.0,Epithelium,0.525983
111.5,314.0,Epithelium,0.6429
77.5,314.25,Epithelium,0.405017
323.75,321.0,Epithelium,0.598065
298.5,319.25,Epithelium,0.485814
356.0,317.25,Epithelium,0.63116
348.5,318.75,Epithelium,0.577419
262.25,323.75,Epithelium,0.879893
314.75,318.5,Epithelium,0.609689
272.0,324.25,Epithelium,0.516233
376.0,320.5,Epithelium,0.43318
395.0,320.75,Epithelium,0.839371
126.0,322.5,Epithelium,0.353078
159.75,323.0,Epithelium,0.514756
315.25,323.75,Epithelium,0.774213
115.0,323.0,Epithelium,0.427485
355.25,324.75,Epithelium,0.599027
348.25,325.0,Epithelium,0.838184
384.75,332.25,Epithelium,0.411863
367.25,329.75,Epithelium,0.692207
350.5,332.5,Epithelium,0.754341
154.75,330.25,Epithelium,0.537941
397.0,331.5,Epithelium,1.049664
374.75,333.25,Epithelium,0.763503
123.25,333.0,Epithelium,0.7147
114.25,333.75,Epithelium,0.411067
104.25,335.75,Epithelium,0.381111
404.0,337.0,Epithelium,0.807404
153.75,341.5,Epithelium,0.589644
269.25,336.0,Epithelium,1.149459
124.75,341.5,Epithelium,0.808859
365.5,340.25,Epithelium,1.117035
95.25,340.5,Epithelium,0.510651
174.5,341.25,Epithelium,0.514704
117.0,342.5,Epithelium,0.467154
110.0,344.25,Epithelium,0.49897
126.5,346.0,Epithelium,0.97941
147.25,345.25,Epithelium,0.490857
345.75,344.5,Epithelium,0.853736
193.0,342.75,Epithelium,0.652137
205.0,348.5,Epithelium,0.911528
87.25,348.5,Epithelium,0.57175
103.5,346.25,Epithelium,0.789604
404.0,346.5,Epithelium,0.657408
359.75,349.75,Epithelium,0.816856
99.25,345.75,Epithelium,0.432586
394.75,345.25,Epithelium,1.072497
136.0,350.0,Epithelium,1.238059
189.75,347.75,Epithelium,0.585846
213.0,349.5,Epithelium,0.830901
351.5,349.0,Epithelium,0.862549
369.75,348.75,Epithelium,0.795368
98.75,352.0,Epithelium,0.470323
380.75,350.25,Epithelium,0.941629
389.75,350.75,Epithelium,1.270014
399.5,352.25,Epithelium,0.873366
92.0,353.75,Epithelium,0.504682
167.25,351.75,Epithelium,0.408806
79.5,356.75,Epithelium,0.619026
177.0,353.25,Epithelium,0.370057
150.25,354.0,Epithelium,0.843281
160.0,356.0,Epithelium,0.479899
343.75,354.75,Epithelium,0.704244
187.25,354.75,Epithelium,0.613431
197.75,356.75,Epithelium,1.042169
374.25,356.0,Epithelium,0.802087
140.5,358.5,Epithelium,0.485294
364.0,358.75,Epithelium,0.780257
171.25,357.0,Epithelium,0.371063
121.75,358.0,Epithelium,0.587323
89.0,360.75,Epithelium,0.845847
213.75,359.25,Epithelium,0.898122
135.5,362.5,Epithelium,0.505654
184.75,361.0,Epithelium,0.621127
147.25,362.0,Epithelium,0.524373
171.5,366.0,Epithelium,0.390957
151.25,366.25,Epithelium,0.421114
179.0,367.75,Epithelium,0.37875
190.5,366.75,Epithelium,0.857884
94.25,369.5,Epithelium,0.564749
207.5,367.5,Epithelium,0.799998
214.5,367.0,Epithelium,0.730931
218.5,373.75,Epithelium,0.678212
129.25,370.5,Epithelium,0.466155
79.75,371.25,Epithelium,0.575866
115.0,371.0,Epithelium,0.524661
162.5,374.25,Epithelium,0.510729
176.0,379.0,Epithelium,0.518897
142.0,378.0,Epithelium,0.486869
110.25,376.25,Epithelium,0.489327
189.0,375.25,Epithelium,0.685948
205.5,377.25,Epithelium,0.853998
121.0,379.0,Epithelium,0.516522
151.75,378.75,Epithelium,0.817754
188.25,381.5,Epithelium,0.62724
213.0,378.75,Epithelium,0.796347
468.25,384.0,Epithelium,1.06605
200.75,384.0,Epithelium,0.898447
77.5,382.5,Epithelium,0.521807
107.25,386.5,Epithelium,0.462866
160.75,383.0,Epithelium,0.580157
88.5,385.5,Epithelium,0.351793
432.25,384.5,Epithelium,0.676509
212.75,388.25,Epithelium,0.60183
81.0,386.5,Epithelium,0.490578
146.75,385.75,Epithelium,0.549304
156.0,385.75,Epithelium,0.546654
96.25,386.0,Epithelium,0.420311
449.0,386.75,Epithelium,0.502981
178.0,389.25,Epithelium,0.521855
119.75,388.75,Epithelium,0.33855
186.0,388.25,Epithelium,0.527133
374.75,388.5,Epithelium,0.505592
441.0,388.75,Epithelium,0.745741
358.75,391.5,Epithelium,1.372523
158.0,394.25,Epithelium,0.48513
347.0,395.25,Epithelium,0.814227
77.5,396.5,Epithelium,0.48504
90.75,398.5,Epithelium,0.474826
101.25,396.75,Epithelium,0.57848
163.75,398.5,Epithelium,0.679567
451.75,399.0,Epithelium,0.580586
445.0,398.0,Epithelium,0.499058
149.25,398.0,Epithelium,0.462901
187.75,396.75,Epithelium,0.687853
179.5,398.0,Epithelium,0.55943
469.5,396.75,Epithelium,0.592231
141.25,399.5,Epithelium,0.513899
206.25,398.0,Epithelium,0.784462
341.0,405.0,Epithelium,0.863747
431.5,399.0,Epithelium,0.724487
194.75,399.25,Epithelium,0.514751
356.0,400.25,Epithelium,1.13706
440.5,400.25,Epithelium,0.746225
131.5,405.25,Epithelium,0.468905
378.5,404.75,Epithelium,0.603234
82.5,401.25,Epithelium,0.372178
232.0,401.25,Epithelium,0.631533
244.5,406.0,Epithelium,1.076608
184.25,403.0,Epithelium,0.456891
367.5,402.25,Epithelium,0.739001
470.5,405.5,Epithelium,0.416406
330.5,403.0,Epithelium,1.301445
392.0,404.0,Epithelium,0.521904
462.5,404.25,Epithelium,0.566042
353.0,408.75,Epithelium,0.547872
425.5,408.5,Epithelium,0.786623
201.5,406.5,Epithelium,0.520037
435.0,410.0,Epithelium,0.657567
176.25,410.25,Epithelium,0.380193
195.0,411.75,Epithelium,0.443737
233.25,413.5,Epithelium,0.74228
368.25,412.75,Epithelium,0.573406
88.25,408.5,Epithelium,0.475938
360.0,411.75,Epithelium,0.764509
329.25,411.0,Epithelium,1.827108
451.25,412.75,Epithelium,0.483386
464.0,412.75,Epithelium,0.520225
160.75,415.25,Epithelium,0.433703
87.5,416.25,Epithelium,0.587065
422.0,415.75,Epithelium,1.042474
115.75,415.5,Epithelium,0.431898
383.5,416.25,Epithelium,0.821184
126.0,416.0,Epithelium,0.557112
188.25,417.5,Epithelium,0.375796
248.0,418.0,Epithelium,1.337435
150.5,415.0,Epithelium,0.651496
227.5,418.25,Epithelium,1.091473
338.0,417.5,Epithelium,0.558588
822.5,21.5,Epithelium,0.772192
704.0,19.5,Epithelium,0.601578
848.0,19.5,Epithelium,0.605869
543.5,20.25,Epithelium,1.605681
555.75,21.5,Epithelium,0.544944
681.0,25.0,Epithelium,0.71437
728.0,23.0,Epithelium,0.652407
843.5,25.25,Epithelium,0.577714
532.25,27.0,Epithelium,0.699962
671.75,25.5,Epithelium,0.508596
860.75,26.75,Epithelium,0.749957
578.75,26.25,Epithelium,0.427004
522.0,25.75,Epithelium,0.906781
482.5,27.5,Epithelium,0.72644
640.5,30.25,Epithelium,1.818825
709.0,27.25,Epithelium,0.513246
721.75,28.5,Epithelium,0.562909
543.5,32.5,Epithelium,0.491056
554.5,29.0,Epithelium,0.55992
570.75,30.75,Epithelium,1.88725
649.5,31.75,Epithelium,3.924435
828.75,33.25,Epithelium,0.580471
690.5,33.25,Epithelium,0.699036
743.75,31.75,Epithelium,0.632478
731.0,33.0,Epithelium,0.743738
525.75,34.25,Epithelium,0.722303
512.5,34.0,Epithelium,0.502769
704.0,35.0,Epithelium,0.598137
752.25,33.0,Epithelium,0.800704
772.25,33.25,Epithelium,0.486616
489.5,33.75,Epithelium,0.75949
567.0,37.25,Epithelium,1.195588
551.0,39.25,Epithelium,0.539194
846.0,36.0,Epithelium,0.634084
655.25,38.5,Epithelium,1.057468
712.75,37.5,Epithelium,0.594604
785.75,37.5,Epithelium,0.462687
670.5,36.75,Epithelium,0.66966
723.75,38.75,Epithelium,0.72498
517.5,40.75,Epithelium,0.565409
680.25,37.75,Epithelium,0.475583
751.5,40.5,Epithelium,0.541278
485.5,44.0,Epithelium,1.112864
503.5,40.25,Epithelium,0.572105
771.5,41.5,Epithelium,0.556027
779.0,38.5,Epithelium,0.583768
793.75,41.0,Epithelium,0.606402
530.25,42.0,Epithelium,0.490991
