object_id,x,y,object_type,Celltype,TCM contributions,Cell centres
1315,893.3102452322,564.5745318392,point,A,,True
1316,841.7850089156,483.0234771003,point,B,,True
1317,883.4756480821,608.9604875624,point,A,,True
1318,857.5318891056,504.2238893202,point,B,,True
1319,912.0223263784,539.3265530562,point,B,,True
1320,813.7760387995,499.7597433196,point,B,,True
1321,822.7427237991,514.0880554949,point,B,,True
1322,842.1827095547,487.6790359182,point,B,,True
1323,885.9576161457,519.2428253669,point,B,,True
1324,872.5792245677,603.8826563539,point,A,,True
1325,860.9937786125,609.369417231,point,B,,True
1326,818.0129640951,504.0115142553,point,A,,True
1327,906.9530310147,552.6434159281,point,B,,True
1328,898.7140850866,514.8403532297,point,A,,True
1329,801.453056913,599.5886842132,point,A,,True
1330,785.7000209094,571.6818353975,point,B,,True
1331,814.4864591598,591.7474251707,point,B,,True
1332,832.2772964246,487.198858573,point,A,,True
1333,849.8148255356,502.161317814,point,A,,True
1334,810.5079640158,533.8914885537,point,A,,True
1335,850.2744785555,599.8879506454,point,A,,True
1336,845.2304657209,608.278145162,point,B,,True
1337,908.3528567386,560.6639563542,point,A,,True
1338,854.2107200091,609.2812003977,point,B,,True
1339,832.4002021908,500.9311349463,point,A,,True
1340,850.0447871823,504.9281890385,point,A,,True
1341,804.4547763881,582.8435082637,point,B,,True
1342,863.8197549953,492.2582838913,point,A,,True
1343,858.7430746762,610.1182790362,point,B,,True
1344,804.9553042657,504.4413081375,point,A,,True
1345,815.0905627514,503.1117546795,point,B,,True
1346,794.2157931967,512.3544135846,point,A,,True
1347,845.0663128147,507.928259035,point,B,,True
1348,838.8762799485,494.9301299978,point,B,,True
1349,897.8398622954,534.1866230105,point,A,,True
1350,950.3024735438,729.634483617,point,B,,True
1351,864.0676447032,735.1247036013,point,A,,True
1352,888.855097951,707.85499147,point,B,,True
1353,920.1177088529,831.1814043126,point,B,,True
1354,880.7212568106,821.2648924528,point,A,,True
1355,936.7188018267,756.8737400129,point,B,,True
1356,944.5140793216,826.2636812434,point,A,,True
1357,888.4597904028,706.1232083662,point,B,,True
1358,885.7130735721,820.5591462231,point,B,,True
1359,962.2889060857,780.4277682345,point,A,,True
1360,858.2538882835,754.3596590655,point,B,,True
1361,935.5680706317,808.9515624173,point,A,,True
1362,869.2459141087,745.1886738618,point,A,,True
1363,910.7098557264,732.0262721505,point,A,,True
1364,944.8324001696,781.2877734807,point,A,,True
1365,943.1723368686,737.5941494998,point,B,,True
1366,868.1525985002,823.2976747538,point,B,,True
1367,953.9411914457,788.3647045148,point,B,,True
1368,920.6319007312,733.952782136,point,B,,True
1369,919.1745948673,708.2926793656,point,B,,True
1370,930.887082989,804.659919388,point,A,,True
1371,834.3495390297,764.7719024625,point,B,,True
1372,865.7825404028,716.8028740501,point,B,,True
1373,838.8991379568,789.3202750623,point,A,,True
1374,835.4514056861,773.2494737782,point,B,,True
1375,962.5978645702,774.1396558417,point,B,,True
1376,936.5657038117,725.0772521762,point,A,,True
1377,948.4396011005,751.9869645684,point,A,,True
1378,938.2861949978,761.6777274515,point,A,,True
1379,863.9304229953,740.1335855118,point,A,,True
1380,923.7812927032,728.2984708717,point,B,,True
1381,849.0846220777,762.0901499719,point,B,,True
1382,868.2940658777,811.6091820455,point,A,,True
1383,841.8207249474,759.8433000738,point,A,,True
1384,834.9166549085,780.3024556807,point,B,,True
1385,934.2161441615,817.1094734478,point,A,,True
1386,932.7928017407,798.9614342847,point,A,,True
1387,902.8470374466,831.7068054733,point,A,,True
1388,903.6638428891,832.7646493455,point,A,,True
1389,949.4389463693,757.0774806807,point,B,,True
1390,909.0112666084,823.685418171,point,B,,True
1391,942.1418460345,772.844914231,point,A,,True
1392,879.618004022,723.6943427452,point,B,,True
1393,862.9474195984,717.7305771115,point,B,,True
1394,847.1400765442,785.1206061634,point,B,,True
1395,866.8811114088,809.1372680037,point,A,,True
1396,856.8479413794,817.9985807465,point,A,,True
1397,928.5376512539,740.6398194836,point,A,,True
1398,847.2953157653,802.6880957092,point,B,,True
1399,872.303421455,717.6671924685,point,A,,True
1400,882.8254403558,814.7335019183,point,B,,True
1401,941.3759814003,761.0256668552,point,B,,True
1402,846.6160944354,784.0194208719,point,A,,True
1403,928.2885654252,807.436079708,point,B,,True
1404,890.8894218096,836.1887093014,point,B,,True
1405,944.6015585288,743.432248902,point,B,,True
1406,941.8382385889,812.3402090873,point,A,,True
1407,927.0963495751,838.4161906324,point,B,,True
1408,937.704526081,792.0457567949,point,A,,True
1409,954.0474229938,754.691612029,point,A,,True
1410,852.36602376,807.4057962265,point,B,,True
1411,865.2423565943,751.7083964569,point,B,,True
1412,900.9256596123,718.674179619,point,B,,True
1413,926.686470104,716.7680918441,point,A,,True
1414,890.0545954397,841.9442577368,point,B,,True
1415,864.1608119438,734.2395452765,point,B,,True
1416,859.7556926379,766.4548998363,point,B,,True
1417,953.6437522382,739.577627034,point,B,,True
1418,868.1932917255,825.7400701481,point,B,,True
1419,941.0227428302,759.8203439612,point,B,,True
1420,935.2861778317,750.3519925825,point,A,,True
1421,938.2068583479,828.2743176379,point,B,,True
1422,944.2032099196,741.9356436939,point,B,,True
1423,926.4758784487,826.4472756532,point,B,,True
1424,834.9148441559,785.388372901,point,B,,True
1425,914.4788132654,715.0733393067,point,B,,True
1426,866.0506590735,832.2399238637,point,A,,True
1427,892.8475015349,720.1089094615,point,A,,True
1428,929.2764792451,814.342138031,point,B,,True
1429,870.619008014,732.6660064929,point,B,,True
1430,854.8220555744,795.6781615886,point,A,,True
1431,940.2126346057,767.6533455742,point,B,,True
1432,840.5289680266,757.9089625612,point,A,,True
1433,923.704456954,737.8573659359,point,A,,True
1434,861.265969678,800.3616004535,point,A,,True
1435,863.7858366462,734.7163937135,point,B,,True
1436,848.2170725175,750.7745006241,point,A,,True
1437,855.433344823,761.5329104311,point,A,,True
1438,878.1734185098,822.9705333448,point,B,,True
1439,873.4917413751,730.9255447706,point,A,,True
1440,878.0655848268,810.9326795982,point,A,,True
1441,852.1401644163,744.3136238014,point,A,,True
1442,893.704080164,818.449011246,point,A,,True
1443,870.5102459622,817.3629069558,point,B,,True
1444,937.4418374244,758.1527257637,point,B,,True
1445,951.3778488271,814.3054059826,point,A,,True
1446,945.0240581101,819.4401827162,point,B,,True
1447,906.8222186308,725.2543381224,point,A,,True
1448,858.09057108,826.8842605508,point,A,,True
1449,897.3739039648,722.0715476194,point,A,,True
1450,842.1291711851,767.5073317972,point,B,,True
1451,956.9720840806,798.5471863918,point,A,,True
1452,874.5504250702,810.7535594465,point,A,,True
1453,928.6584768086,831.0247579917,point,B,,True
1454,948.4735145853,760.4609647774,point,B,,True
1455,855.9288306201,779.769228984,point,A,,True
1456,849.551831182,816.6092267341,point,A,,True
1457,928.3174476442,741.3297360076,point,B,,True
1458,857.1339456911,753.1580888178,point,B,,True
1459,939.8766274375,721.7256878699,point,B,,True
1460,896.5979424242,731.4278125887,point,B,,True
1461,957.0039120416,770.2481973803,point,B,,True
1462,938.0356082135,793.1893863566,point,B,,True
1463,895.5804536343,825.2857896542,point,A,,True
1464,912.1028231411,828.3160862622,point,A,,True
1465,942.4696151982,757.1076162652,point,B,,True
1466,873.2308220377,817.6375870048,point,B,,True
1467,893.5204061223,817.9630557207,point,B,,True
1468,858.3944710537,769.0212724049,point,A,,True
1469,956.7449127431,745.5700077553,point,A,,True
1470,849.6615598863,761.6631604336,point,A,,True
1471,941.3640185724,746.9651534426,point,A,,True
1472,919.6565129427,725.690496071,point,A,,True
1473,899.474968811,724.9673279814,point,A,,True
1474,933.0018560329,826.5488448989,point,B,,True
1475,856.7393915471,731.3215952701,point,A,,True
1476,954.7393654299,774.3529319878,point,A,,True
1477,955.572236787,732.5160897853,point,B,,True
1478,918.1042793914,837.0387090863,point,B,,True
1479,837.0491143385,768.7933766849,point,A,,True
1480,857.7778852675,720.6992290865,point,A,,True
1481,924.5377831637,721.1461404035,point,B,,True
1482,909.2703648949,838.7188463514,point,B,,True
1483,843.0904005947,801.9309667203,point,A,,True
1484,856.655779214,730.3791988883,point,B,,True
1485,925.0682725787,733.4362639055,point,A,,True
1486,873.8104194779,713.7414431389,point,B,,True
1487,889.1351750951,718.3429552017,point,A,,True
1488,926.3743013869,830.2424140864,point,A,,True
1489,952.5969754525,761.3379138585,point,A,,True
1490,957.0298225563,796.2834423421,point,A,,True
1491,851.6204184373,793.1171926904,point,B,,True
1492,924.2491022271,734.7029221485,point,A,,True
1493,963.9737720975,752.8254898026,point,A,,True
1494,848.2400106496,778.9058541023,point,B,,True
1495,853.2747081567,810.8677599455,point,A,,True
1496,909.0604098156,819.3933207916,point,B,,True
1497,851.9153908257,754.8958593311,point,A,,True
1498,939.7802327657,786.1547583032,point,A,,True
1499,964.9978054482,762.8508569368,point,A,,True
1500,867.491143844,921.5305621362,point,B,,True
1501,868.9965754454,987.6318661639,point,B,,True
1502,881.0324499157,940.7493587783,point,B,,True
1503,764.7390435729,966.8800315038,point,B,,True
1504,859.1124624796,974.0461699053,point,B,,True
1505,842.3052540956,911.3335259172,point,B,,True
1506,869.3333117724,952.5182520079,point,B,,True
1507,780.8420134091,939.4472045259,point,B,,True
1508,771.4696891321,955.7622507082,point,A,,True
1509,775.990102646,971.1786033957,point,B,,True
1510,848.6194970742,982.9079095178,point,B,,True
1511,873.6648746847,984.1029462115,point,B,,True
1512,775.7256835394,940.30788973,point,B,,True
1513,877.3228311566,941.4109140652,point,A,,True
1514,809.5054863246,909.1117406027,point,B,,True
1515,869.0067775544,978.6170621922,point,B,,True
1516,778.4022188415,943.0304499683,point,A,,True
1517,854.4954129111,980.9239637173,point,A,,True
1518,876.3512639541,922.5823417263,point,A,,True
1519,790.5138795584,985.5781784611,point,B,,True
1520,803.8834293325,991.1414909952,point,A,,True
1521,781.0732243978,966.934596595,point,B,,True
1522,887.7798614226,957.0184017973,point,B,,True
1523,836.7465411464,886.8897836982,point,B,,True
1524,866.5375206553,945.716863204,point,B,,True
1525,819.8779896358,894.8208158143,point,B,,True
1526,863.7747879963,912.282244661,point,B,,True
1527,781.3528879085,967.6291110639,point,B,,True
1528,842.7029039487,995.8517130997,point,A,,True
1529,856.4799814434,905.5541221539,point,A,,True
1530,809.9503656485,998.4859881276,point,B,,True
1531,782.261394377,959.7027315827,point,A,,True
1532,849.398942204,992.7740650448,point,B,,True
1533,849.6074700449,982.8839423146,point,B,,True
1534,766.097123384,959.2105941606,point,A,,True
1535,880.433595316,918.7511136443,point,B,,True
1536,852.7328706767,896.9217401176,point,B,,True
1537,832.2807752269,991.2994245815,point,B,,True
1538,812.3901782483,888.2320743768,point,B,,True
1539,774.7714928805,958.4297691372,point,B,,True
1540,877.1586316262,953.5976383159,point,B,,True
1541,788.1013834004,929.9598063673,point,B,,True
1542,762.6909731092,924.9027357576,point,B,,True
1543,886.2616553308,952.8867981391,point,B,,True
1544,769.243907306,941.9244603621,point,B,,True
1545,802.0040954569,985.0774415195,point,B,,True
1546,801.1481671651,983.0050341859,point,B,,True
1547,771.8334406333,908.8835531352,point,B,,True
1548,765.6133961796,944.6856569799,point,B,,True
1549,870.9520517016,915.113751906,point,B,,True
1550,888.7267610094,972.2371304238,point,A,,True
1551,824.5112094092,908.969915289,point,B,,True
1552,790.2870893934,915.2747053487,point,B,,True
1553,820.2130754739,897.535461573,point,B,,True
1554,781.7544001856,944.3421511654,point,B,,True
1555,872.9134676633,937.3848590907,point,A,,True
1556,776.3923372582,911.832348104,point,A,,True
1557,772.3131620207,973.0670268213,point,B,,True
1558,890.8996644934,950.6567195938,point,B,,True
1559,872.2985836046,996.696508855,point,B,,True
1560,766.7021338888,960.0162555346,point,B,,True
1561,782.3701598537,939.4028101863,point,A,,True
1562,849.9587393071,991.6754312912,point,A,,True
1563,809.6312315165,901.0555166817,point,A,,True
1564,860.4124864144,924.4456152827,point,A,,True
1565,888.3194648972,922.9400137953,point,B,,True
1566,831.8920524717,995.7258296555,point,B,,True
1567,875.6444955604,971.8672349139,point,A,,True
1568,803.6362463725,892.393026752,point,B,,True
1569,764.3417284014,944.7313389238,point,B,,True
1570,835.8374338958,909.7441981324,point,B,,True
1571,869.6735763256,953.3363299492,point,A,,True
1572,779.046149845,995.533918638,point,B,,True
1573,874.3825782906,968.364295367,point,A,,True
1574,770.9294095825,946.326263768,point,A,,True
1575,831.6137154819,898.612163526,point,B,,True
1576,862.696023473,999.3911879243,point,B,,True
1577,795.8444076402,995.9535226279,point,A,,True
1578,811.2759969351,993.3432907947,point,A,,True
1579,823.2920852328,897.2838256515,point,A,,True
1580,854.2878215246,907.3422510166,point,A,,True
1581,793.5734742011,912.6734806398,point,B,,True
1582,846.4370767804,987.1115934899,point,A,,True
1583,849.4921472635,999.0792146769,point,B,,True
1584,811.6698941035,882.1693488756,point,B,,True
1585,868.6138028849,982.9953228988,point,B,,True
1586,814.0686692392,906.2200537443,point,B,,True
1587,876.7664252147,941.9572558004,point,A,,True
1588,801.4599033314,911.699405673,point,B,,True
1589,873.3885304391,957.2489929329,point,A,,True
1590,844.8957964608,894.1388456384,point,B,,True
1591,874.4355363552,961.9911579393,point,A,,True
1592,809.6501060838,896.2128865196,point,B,,True
1593,875.0355492015,981.7249439342,point,A,,True
1594,862.3031742493,918.590977483,point,B,,True
1595,891.7026953615,942.5699948719,point,B,,True
1596,877.3369840601,936.8406781456,point,B,,True
1597,834.0848362159,881.3430467819,point,B,,True
1598,779.092163755,953.363527947,point,A,,True
1599,771.8268952405,988.33755208,point,B,,True
1600,766.9872245144,959.9471268104,point,B,,True
1601,772.6138218741,953.3538594444,point,B,,True
1602,764.2305571367,947.9171812845,point,A,,True
1603,789.1672395544,913.4397598557,point,A,,True
1604,804.2504460691,895.224362307,point,A,,True
1605,827.6017028447,990.7829215819,point,A,,True
1606,820.6232033104,896.4189516639,point,A,,True
1607,791.4461912874,974.3246986369,point,A,,True
1608,802.5916635631,884.0336065852,point,B,,True
1609,879.0632932962,978.0630750779,point,B,,True
1610,810.8791288125,896.597865751,point,A,,True
1611,774.9094642995,934.5565424432,point,A,,True
1612,774.9133655938,998.3794632942,point,A,,True
1613,784.2047545416,953.4955173863,point,A,,True
1614,835.1500777933,882.049333225,point,B,,True
1615,876.0770575099,972.0006958719,point,B,,True
1616,859.9431814137,972.0296008964,point,A,,True
1617,880.1831606994,973.0189504492,point,B,,True
1618,846.9848745818,912.0973982544,point,A,,True
1619,871.1657858052,988.8309074147,point,A,,True
1620,872.6501964429,962.1135580196,point,A,,True
1621,875.8937121425,937.6612880033,point,B,,True
1622,782.3580258217,950.0534692124,point,B,,True
1623,876.4915246608,984.1376817186,point,A,,True
1624,801.1696997438,988.518480856,point,B,,True
1625,869.3078964298,951.4092064041,point,B,,True
1626,873.0724476928,993.8159118391,point,B,,True
1627,873.5361500679,972.2373354281,point,A,,True
1628,859.9632940527,929.6760605512,point,A,,True
1629,762.3526905556,961.639187816,point,B,,True
1630,865.065261471,945.1002291415,point,A,,True
1631,788.4916694414,930.8364442723,point,A,,True
1632,794.0005999886,992.1396300097,point,B,,True
1633,868.6471429797,980.1657440921,point,B,,True
1634,829.8126575484,897.8400653309,point,A,,True
1635,178.3640235334,18.4337797959,point,B,,True
1636,173.8679969379,44.3927639551,point,B,,True
1637,183.9341216492,35.0794037878,point,A,,True
1638,94.3998867583,52.6109532872,point,B,,True
1639,82.93746487,45.5441031072,point,A,,True
1640,74.0984829501,30.3171054325,point,B,,True
1641,157.4586837869,61.2323367178,point,B,,True
1642,107.6899008605,78.7266290039,point,B,,True
1643,113.6926876713,78.3677281561,point,A,,True
1644,97.4268480474,53.2793570343,point,B,,True
1645,169.3960267187,39.2879108899,point,B,,True
1646,173.0298864569,4.0911684783,point,A,,True
1647,132.3652271966,76.1210467776,point,A,,True
1648,64.3645953038,8.9131303848,point,B,,True
1649,67.617333305,39.020269418,point,A,,True
1650,130.724950932,65.0172016032,point,B,,True
1651,83.4863403737,58.2640384881,point,B,,True
1652,186.4349396748,17.7253981263,point,B,,True
1653,188.888295816,10.4350325969,point,A,,True
1654,166.4112869395,35.3998095141,point,B,,True
1655,157.3013270624,59.7019870152,point,A,,True
1656,167.0366280422,68.1018973117,point,B,,True
1657,65.4977514512,6.5602102965,point,A,,True
1658,141.2685993193,62.5904571248,point,A,,True
1659,164.1803933471,43.725274173,point,A,,True
1660,86.9375759345,58.5195030186,point,A,,True
1661,52.9860381814,40.2075479798,point,A,,True
1662,79.7389598214,29.0229542034,point,B,,True
1663,160.6053348781,39.1020044253,point,A,,True
1664,91.5303504719,70.3578713252,point,B,,True
1665,150.5224478915,67.6422828248,point,B,,True
1666,69.2621683207,20.3180588308,point,B,,True
1667,108.6108545981,77.5036028988,point,B,,True
1668,94.115584322,50.6494798756,point,A,,True
1669,87.6318716274,51.58376373,point,B,,True
1670,76.9174801361,20.8753749643,point,A,,True
1671,51.331195239,21.4236629665,point,B,,True
1672,169.8536301771,20.9257421921,point,A,,True
1673,134.6238403616,79.5437158335,point,B,,True
1674,167.4792509556,58.3620602762,point,A,,True
1675,168.8503523541,40.2575280727,point,B,,True
1676,53.1609496662,40.4436165494,point,A,,True
1677,112.8409914449,78.0796161699,point,A,,True
1678,131.709660266,86.1731295173,point,B,,True
1679,68.8528654288,49.6186142379,point,B,,True
1680,59.5644609354,49.4099415793,point,A,,True
1681,166.0240404838,7.3650438802,point,A,,True
1682,128.1098765107,71.5866401219,point,A,,True
1683,68.1386578368,32.6886664448,point,B,,True
1684,59.9802296685,16.1694717574,point,A,,True
1685,75.1131395044,4.0202061351,point,B,,True
1686,174.6957279372,16.5079048236,point,A,,True
1687,167.6270114964,21.4760001625,point,B,,True
1688,64.0862711815,4.5644079502,point,A,,True
1689,163.5329417679,30.1420984591,point,A,,True
1690,101.8296161761,56.5300865169,point,B,,True
1691,146.1032256829,73.7878433809,point,B,,True
1692,175.291619649,3.2154237073,point,A,,True
1693,170.9416795201,30.6429804822,point,B,,True
1694,153.2078271302,47.7329795285,point,B,,True
1695,178.012465676,10.5555821603,point,B,,True
1696,52.8603108466,12.2545049587,point,A,,True
1697,169.1239104464,69.5092615166,point,A,,True
1698,166.4111307085,34.9682975205,point,B,,True
1699,114.8069153003,72.9536889573,point,A,,True
1700,82.4072195916,63.6571640455,point,A,,True
1701,73.9270797802,3.9322370803,point,A,,True
1702,185.8034222166,15.2280770331,point,B,,True
1703,74.7391399363,55.2947191256,point,A,,True
1704,107.9376206205,70.6879926856,point,A,,True
1705,167.3870313097,28.8154338737,point,A,,True
1706,137.2588133633,59.4562462025,point,A,,True
1707,134.1591742786,60.7260084382,point,B,,True
1708,73.0337771189,44.3395352398,point,A,,True
1709,158.8613796568,39.3761475772,point,B,,True
1710,146.0851503619,80.2575070416,point,A,,True
1711,156.5612894763,68.0350471973,point,A,,True
1712,92.1535594641,66.1360599177,point,A,,True
1713,167.5800318758,60.0060478744,point,A,,True
1714,160.9175448616,18.7431475914,point,A,,True
1715,135.6544797912,63.5947017476,point,B,,True
1716,177.1409126107,24.3854106217,point,A,,True
1717,92.4615176991,58.1580758004,point,A,,True
1718,173.7071944807,7.8593048386,point,B,,True
1719,91.3295267097,78.7731628788,point,B,,True
1720,67.6861850751,26.6463815362,point,B,,True
1721,143.5865514392,76.6332203117,point,B,,True
1722,80.0393188831,12.7492589478,point,A,,True
1723,121.4955205996,63.6005486747,point,A,,True
1724,123.5068891184,83.3220797094,point,B,,True
1725,61.874018679,5.18107993,point,A,,True
1726,58.6500271074,45.9273602006,point,A,,True
1727,143.8737585144,61.1976275493,point,B,,True
1728,55.9278481574,35.7357784985,point,B,,True
1729,81.769928377,61.1587752203,point,A,,True
1730,134.4817114334,69.2387539382,point,A,,True
1731,66.6138589647,14.5326871111,point,A,,True
1732,174.1274766216,44.9590033015,point,B,,True
1733,162.1377335158,9.0289032516,point,B,,True
1734,119.1610773283,82.9143288684,point,A,,True
1735,160.7333328237,34.0234367825,point,B,,True
1736,541.2809257063,863.2385241398,point,B,,True
1737,453.3496016553,824.886829931,point,B,,True
1738,459.7210280133,829.4910206606,point,B,,True
1739,534.8241711805,851.4058844702,point,A,,True
1740,473.9324008855,778.5080135472,point,A,,True
1741,492.5606868437,880.4015598195,point,B,,True
1742,483.5411413292,784.1986436245,point,B,,True
1743,493.6909374353,868.3502473154,point,A,,True
1744,516.8921902117,877.5961412393,point,B,,True
1745,461.8694099927,803.993901439,point,B,,True
1746,472.9764851001,860.9235987565,point,B,,True
1747,494.53693901,893.8366750536,point,A,,True
1748,456.4014650229,805.9969528181,point,B,,True
1749,556.4522996674,838.4703410376,point,A,,True
1750,462.2036453863,858.2771871475,point,A,,True
1751,526.600302374,884.1473418022,point,B,,True
1752,453.6104875248,847.602689297,point,B,,True
1753,498.1059649436,763.824225632,point,B,,True
1754,515.8586641978,768.6453866604,point,B,,True
1755,550.3845819443,791.7658670573,point,B,,True
1756,552.6380057025,848.9871052225,point,B,,True
1757,457.7963018055,794.930562138,point,B,,True
1758,459.8696890647,815.5615217153,point,B,,True
1759,449.7286398994,806.5750595366,point,B,,True
1760,448.0517910197,813.8323270141,point,A,,True
1761,498.407981915,880.083900004,point,B,,True
1762,547.011583864,811.2348889975,point,B,,True
1763,543.1392487172,826.0948494147,point,A,,True
1764,548.2090250254,785.8509359101,point,A,,True
1765,516.9922590868,879.0870365373,point,B,,True
1766,527.8514947138,862.9115039788,point,B,,True
1767,533.7815620344,867.5919704137,point,A,,True
1768,458.5649063368,880.7373007018,point,A,,True
1769,484.0479972156,757.5924878432,point,B,,True
1770,567.2602304155,808.3976551039,point,B,,True
1771,437.0187261404,832.5984519486,point,B,,True
1772,528.9098595731,861.1212732688,point,A,,True
1773,448.613235548,872.092111542,point,B,,True
1774,567.608121982,819.0503499422,point,A,,True
1775,495.2545739832,784.5965847996,point,A,,True
1776,470.9990363529,784.9810721132,point,A,,True
1777,543.7438479335,862.35599163,point,A,,True
1778,529.5737551081,771.0114783128,point,A,,True
1779,545.496180662,829.5809950876,point,A,,True
1780,521.5423670751,784.8389159803,point,B,,True
1781,557.5917565157,849.7869023605,point,B,,True
1782,497.171620016,784.5795541308,point,A,,True
1783,530.1616207504,794.3242732721,point,B,,True
1784,447.0229725938,824.105641538,point,B,,True
1785,540.8496216143,791.3069271635,point,A,,True
1786,560.6004866203,837.3718771311,point,B,,True
1787,543.877266436,845.9199296824,point,A,,True
1788,437.813767028,842.0971425175,point,A,,True
1789,443.7102846288,858.8149457908,point,A,,True
1790,543.0748481726,849.4070239263,point,A,,True
1791,447.1315331251,820.0815521133,point,A,,True
1792,438.8065595957,809.3248628948,point,B,,True
1793,513.0907494546,777.0912896013,point,A,,True
1794,484.9729701641,786.9156816019,point,B,,True
1795,486.9336440509,872.8838018423,point,B,,True
1796,481.2199835656,868.6765446619,point,B,,True
1797,458.6472300308,845.3379796228,point,B,,True
1798,499.2429850295,878.3129426895,point,A,,True
1799,448.0800407896,818.7897892381,point,B,,True
1800,546.4379522839,804.4544408161,point,A,,True
1801,443.3682707301,822.4060564338,point,A,,True
1802,536.9766759587,778.1827142599,point,A,,True
1803,449.3897727629,850.2460946891,point,A,,True
1804,458.6008016958,785.0308563661,point,A,,True
1805,482.7337927211,863.1514075092,point,B,,True
1806,540.9676671809,870.9496911374,point,B,,True
1807,476.3744032287,761.6401224626,point,B,,True
1808,550.3768143893,792.9315072609,point,A,,True
1809,519.8022150229,774.8101245421,point,A,,True
1810,467.9650845955,795.1354920565,point,A,,True
1811,501.8982402612,779.725554677,point,A,,True
1812,529.2607066856,777.9621236765,point,B,,True
1813,542.1200623813,772.2965977582,point,A,,True
1814,449.0577859605,837.7513557496,point,A,,True
1815,532.4436339172,799.6841290669,point,B,,True
1816,545.5145226074,842.6191637691,point,A,,True
1817,556.5608213723,860.7673312388,point,B,,True
1818,453.86432649,849.6530222377,point,B,,True
1819,551.0679489775,793.7982157602,point,A,,True
1820,470.4119414156,763.4307699106,point,A,,True
1821,493.3361381028,887.6807688881,point,B,,True
1822,539.4465812909,847.5284816668,point,A,,True
1823,502.6654277232,894.3235746767,point,A,,True
1824,443.816072166,860.6543387406,point,A,,True
1825,495.8742641038,783.0177620878,point,A,,True
1826,443.7116023756,816.5357493996,point,B,,True
1827,452.6524063176,816.7189154053,point,B,,True
1828,473.9808785293,875.7786418334,point,A,,True
1829,485.0889081984,886.2112879723,point,B,,True
1830,466.9987676179,865.998196157,point,A,,True
1831,550.8776572721,852.9956620106,point,B,,True
1832,546.6589942367,872.7054827196,point,B,,True
1833,536.7941856133,800.5231750235,point,B,,True
1834,540.4836942049,845.301045785,point,B,,True
1835,461.5921698174,840.5240207166,point,A,,True
1836,503.2456826515,887.1162428675,point,A,,True
1837,490.1071377344,887.7550694987,point,A,,True
1838,533.521849154,782.9995227326,point,B,,True
1839,502.3889517006,879.0701929271,point,B,,True
1840,563.1755014544,797.8034008219,point,A,,True
1841,494.2611749164,761.427495851,point,A,,True
1842,549.1102467466,841.8160832806,point,A,,True
1843,514.1522947033,786.3275099705,point,A,,True
1844,544.4771709709,865.397157006,point,A,,True
1845,526.0086053161,861.0522175324,point,A,,True
1846,450.8510944938,797.734846953,point,B,,True
1847,538.3975367942,785.8091340619,point,A,,True
1848,527.9073545425,857.4080522881,point,A,,True
1849,507.4485191877,763.7062131215,point,B,,True
1850,455.8656848891,824.7562374419,point,A,,True
1851,470.7016094048,860.4549809843,point,B,,True
1852,466.9888807762,855.1804664751,point,B,,True
1853,458.4201978773,868.2161539608,point,A,,True
1854,478.8585253873,789.9658473878,point,A,,True
1855,530.3260662124,797.5432888414,point,B,,True
1856,494.143836899,759.1838909989,point,B,,True
1857,563.1997268035,836.0783829149,point,A,,True
1858,550.7755096946,855.7980153665,point,A,,True
1859,454.8291684127,809.2175976067,point,A,,True
1860,523.2252469509,790.2578082136,point,B,,True
1861,457.3238480477,792.4321745483,point,B,,True
1862,443.4910295603,836.146914142,point,A,,True
1863,453.2058773835,838.3763577251,point,B,,True
1864,523.0041820781,780.1781710264,point,B,,True
1865,458.5272565544,775.7617950286,point,A,,True
1866,540.5792682881,875.8422995441,point,A,,True
1867,442.388918326,805.2597406851,point,B,,True
1868,513.1028575976,871.9200048901,point,A,,True
1869,453.0479200826,783.5921171673,point,A,,True
1870,458.7489356338,849.9312208077,point,A,,True
1871,450.8221440858,874.2337693815,point,A,,True
1872,453.2094515915,874.2994436101,point,B,,True
1873,459.786403113,815.4598678218,point,B,,True
1874,551.1352500222,841.789565863,point,B,,True
1875,467.4246760524,871.1293949905,point,B,,True
1876,519.6973121712,767.0186197813,point,B,,True
1877,456.1216709592,861.28730465,point,A,,True
1878,456.911596627,852.1281585384,point,A,,True
1879,494.1186645079,874.8524117948,point,A,,True
1880,543.3975160412,836.6643987713,point,A,,True
1881,515.2649089698,884.216646304,point,A,,True
1882,507.0399662794,761.8166890007,point,B,,True
1883,446.4585933848,819.7421831168,point,A,,True
1884,475.6575753617,863.4757294797,point,B,,True
1885,493.9906044675,866.332110806,point,A,,True
1886,150.5822309811,393.7799659373,point,A,,True
1887,183.9200725198,404.7920332292,point,B,,True
1888,196.7347500261,502.0663230912,point,B,,True
1889,161.28990587,505.6358688699,point,B,,True
1890,192.4019047408,493.4800774783,point,A,,True
1891,189.8151818042,410.2403008902,point,A,,True
1892,120.5982070362,407.2479265934,point,B,,True
1893,212.7184754602,434.3815840499,point,B,,True
1894,156.7852151999,495.2701346091,point,B,,True
1895,136.5147242562,480.6774233991,point,A,,True
1896,120.3793149818,445.1288329382,point,B,,True
1897,219.6445820071,502.4293741415,point,B,,True
1898,120.0226061389,452.7118696272,point,B,,True
1899,164.5377182794,390.549072511,point,A,,True
1900,156.1596236397,405.696964694,point,A,,True
1901,144.2998843896,400.2865324142,point,A,,True
